article,brand,gender_frame,material,frame_type,form,color,lens_width,bridge_width,temples_length,price,cost,категория,class_style,class_size,class_full
007-L.PNK,BARBIE,подростковые для девочек,пластик,ободковая,панто,розовый,51.0,14.0,128.0,,,солнцезащитные,панто_пластик_розовый,S_M_S,панто_пластик_розовый_S_M_S
007-RED,HOT WHEELS,подростковые для мальчиков,пластик,ободковая,прямоугольные,красный,55.0,18.0,125.0,,,солнцезащитные,прямоугольные_пластик_красный,S_L_L,прямоугольные_пластик_красный_S_L_L
0077/G/S-K1GKU,ISABEL MARANT,женские,пластик,ободковая,бабочка,,56.0,18.0,140.0,,,солнцезащитные,,M_L_L,
008-BLK,BARBIE,подростковые для девочек,пластик,ободковая,кошачий глаз,черный,49.0,18.0,136.0,,,солнцезащитные,кошачий глаз_пластик_черный,M_M_L,кошачий глаз_пластик_черный_M_M_L
008-LIL,BARBIE,подростковые для девочек,пластик,ободковая,кошачий глаз,сиреневый,49.0,18.0,136.0,,,солнцезащитные,кошачий глаз_пластик_сиреневый,M_M_L,кошачий глаз_пластик_сиреневый_M_M_L
0080/S-6LBJP,ISABEL MARANT,женские,металл,безободковая,необычные,,60.0,18.0,150.0,,,солнцезащитные,,L_L_L,
0086-21Y,MAX&CO,женские,пластик,ободковая,бабочка,белый,54.0,18.0,140.0,,,солнцезащитные,бабочка_пластик_белый,M_L_L,бабочка_пластик_белый_M_L_L
009-GRY,HOT WHEELS,подростковые универсальные,пластик,ободковая,панто,серый,47.0,16.0,133.0,,,солнцезащитные,панто_пластик_серый,S_S_M,панто_пластик_серый_S_S_M
0090-33A,MAX&CO,универсальные,металл,ободковая,прямоугольные,золотой,54.0,16.0,140.0,,,солнцезащитные,прямоугольные_металл_золотой,M_L_M,прямоугольные_металл_золотой_M_L_M
0091S-002,MONTBLANC,мужские,металл,ободковая,капли,,54.0,16.0,145.0,,,солнцезащитные,,L_L_M,
0096/S-807IR,ISABEL MARANT,мужские,пластик,ободковая,маска,черный,99.0,1.0,145.0,,,солнцезащитные,маска_пластик_черный,L_L_S,маска_пластик_черный_L_L_S
009V-0700,ROBERTO CAVALLI,женские,пластик,ободковая,кошачий глаз,черный,51.0,21.0,140.0,,,солнцезащитные,кошачий глаз_пластик_черный,M_M_L,кошачий глаз_пластик_черный_M_M_L
00UW14-EL136,RIGARDS,универсальные,титан,ободковая,круглые,темно-серый,45.0,25.0,140.0,,,солнцезащитные,круглые_титан_темно-серый,M_S_L,круглые_титан_темно-серый_M_S_L
01-506 20PZ,MARIO ROSSI,мужские,пластик,ободковая,прямоугольные,,57.0,16.0,144.0,,,солнцезащитные,,M_L_M,
01-519 13PZ,MARIO ROSSI,женские,пластик,ободковая,бабочка,,57.0,19.0,145.0,,,солнцезащитные,,L_L_L,
01-519 17PZ,MARIO ROSSI,женские,пластик,ободковая,бабочка,,57.0,19.0,145.0,,,солнцезащитные,,L_L_L,
01-528 07P,MARIO ROSSI,женские,пластик,ободковая,круглые,,56.0,18.0,140.0,,,солнцезащитные,,M_L_L,
01-528 17P,MARIO ROSSI,женские,пластик,ободковая,круглые,,56.0,18.0,140.0,,,солнцезащитные,,M_L_L,
01-529 17PZ,MARIO ROSSI,женские,пластик,ободковая,кошачий глаз,,57.0,18.0,141.0,,,солнцезащитные,,M_L_L,
01-529 18PZ,MARIO ROSSI,женские,пластик,ободковая,кошачий глаз,,57.0,18.0,141.0,,,солнцезащитные,,M_L_L,
01-547 07P,MARIO ROSSI,женские,пластик,ободковая,бабочка,коричневый,57.0,20.0,140.0,,,солнцезащитные,бабочка_пластик_коричневый,M_L_L,бабочка_пластик_коричневый_M_L_L
01-547 17PZ,MARIO ROSSI,женские,пластик,ободковая,бабочка,фиолетовый,57.0,20.0,140.0,,,солнцезащитные,бабочка_пластик_фиолетовый,M_L_L,бабочка_пластик_фиолетовый_M_L_L
01-547 21P,MARIO ROSSI,женские,пластик,ободковая,бабочка,коричневый,57.0,20.0,140.0,,,солнцезащитные,бабочка_пластик_коричневый,M_L_L,бабочка_пластик_коричневый_M_L_L
0102/S-DOH98,ISABEL MARANT,женские,металл,полуободковая,квадратные,,58.0,19.0,145.0,,,солнцезащитные,,L_L_L,
0103/S-086HA,ISABEL MARANT,женские,пластик,ободковая,бабочка,черепаховый,52.0,22.0,145.0,,,солнцезащитные,бабочка_пластик_черепаховый,L_L_L,бабочка_пластик_черепаховый_L_L_L
0104-33P,MAX&CO,женские,металл,ободковая,необычные,золотой,57.0,15.0,140.0,,,солнцезащитные,необычные_металл_золотой,M_L_S,необычные_металл_золотой_M_L_S
0104/S-1ED9K,ISABEL MARANT,женские,пластик,ободковая,бабочка,зеленый,51.0,24.0,145.0,,,солнцезащитные,бабочка_пластик_зеленый,L_M_L,бабочка_пластик_зеленый_L_M_L
0104/S-807IR,ISABEL MARANT,женские,пластик,ободковая,бабочка,черный,51.0,24.0,145.0,,,солнцезащитные,бабочка_пластик_черный,L_M_L,бабочка_пластик_черный_L_M_L
010V-0700,ROBERTO CAVALLI,женские,пластик,ободковая,круглые,черный,52.0,21.0,140.0,,,солнцезащитные,круглые_пластик_черный,M_L_L,круглые_пластик_черный_M_L_L
011-703X,PHILIPP PLEIN,универсальные,пластик,ободковая,маска,,55.0,19.0,145.0,,,солнцезащитные,,L_L_L,
011-L.BLUE,BARBIE,подростковые для девочек,пластик,ободковая,вайфайеры,голубой,53.0,18.0,127.0,,,солнцезащитные,вайфайеры_пластик_голубой,S_L_L,вайфайеры_пластик_голубой_S_L_L
0112/S-KDX9O,Carolina Herrera,женские,металл,ободковая,кошачий глаз,,58.0,17.0,145.0,,,солнцезащитные,,L_L_M,
012-0523,PHILIPP PLEIN,мужские,металл,ободковая,капли,черный,61.0,15.0,150.0,,,солнцезащитные,капли_металл_черный,L_L_S,капли_металл_черный_L_L_S
0121S-004,CHLOE,женские,пластик,ободковая,квадратные,зеленый,55.0,18.0,145.0,,,солнцезащитные,квадратные_пластик_зеленый,L_L_L,квадратные_пластик_зеленый_L_L_L
0124S-004,MONTBLANC,универсальные,пластик,ободковая,вайфайеры,,53.0,18.0,155.0,,,солнцезащитные,,L_L_L,
0146S-004,CHLOE,женские,металл,ободковая,гексагон,золотой,58.0,19.0,135.0,,,солнцезащитные,гексагон_металл_золотой,M_L_L,гексагон_металл_золотой_M_L_L
015-0300,ROBERTO CAVALLI,женские,металл,безободковая,маска,золотой,99.0,,130.0,,,солнцезащитные,маска_металл_золотой,S_L_L,маска_металл_золотой_S_L_L
0153S-001,CHLOE,женские,пластик,ободковая,квадратные,черный,54.0,22.0,145.0,,,солнцезащитные,квадратные_пластик_черный,L_L_L,квадратные_пластик_черный_L_L_L
0156S-001,CARTIER,женские,металл,ободковая,круглые,,56.0,21.0,140.0,,,солнцезащитные,,M_L_L,
0160S-001,MONTBLANC,мужские,металл,ободковая,овальные,,49.0,22.0,145.0,,,солнцезащитные,,L_M_L,
0160S-002,MONTBLANC,мужские,металл,ободковая,овальные,,49.0,22.0,145.0,,,солнцезащитные,,L_M_L,
0175S-001,MONTBLANC,мужские,пластик,ободковая,вайфайеры,,50.0,21.0,145.0,,,солнцезащитные,,L_M_L,
0183/S-RHL9O,Carolina Herrera,женские,металл,ободковая,необычные,черный/золотой,55.0,18.0,145.0,,,солнцезащитные,необычные_металл_черный/золотой,L_L_L,необычные_металл_черный/золотой_L_L_L
02-047 37P,MARIO ROSSI,подростковые для девочек,пластик,ободковая,овальные,,50.0,15.0,132.0,,,солнцезащитные,,S_M_S,
02-104 05Z,MARIO ROSSI,мужские,металл,ободковая,овальные,серый,60.0,15.0,141.0,,,солнцезащитные,овальные_металл_серый,M_L_S,овальные_металл_серый_M_L_S
02-112 01,MARIO ROSSI,женские,металл,ободковая,панто,,53.0,19.0,145.0,,,солнцезащитные,,L_L_L,
02-112 02Z,MARIO ROSSI,женские,металл,ободковая,панто,,53.0,19.0,145.0,,,солнцезащитные,,L_L_L,
02-118 01Z,MARIO ROSSI,женские,металл,ободковая,круглые,,50.0,20.0,145.0,,,солнцезащитные,,L_M_L,
02-118 03Z,MARIO ROSSI,женские,металл,ободковая,круглые,,50.0,20.0,145.0,,,солнцезащитные,,L_M_L,
02-119 01Z,MARIO ROSSI,женские,металл,ободковая,панто,,54.0,18.0,144.0,,,солнцезащитные,,M_L_L,
02-121 07PZ,MARIO ROSSI,женские,металл и пластик,ободковая,кошачий глаз,,54.0,21.0,138.0,,,солнцезащитные,,M_L_L,
02-121 17PZ,MARIO ROSSI,женские,металл и пластик,ободковая,кошачий глаз,,54.0,21.0,138.0,,,солнцезащитные,,M_L_L,
02-122 17PZ,MARIO ROSSI,женские,металл и пластик,ободковая,бабочка,,52.0,20.0,142.0,,,солнцезащитные,,M_L_L,
02-125 18PZ,MARIO ROSSI,универсальные,пластик,ободковая,овальные,,51.0,20.0,140.0,,,солнцезащитные,,M_M_L,
02-128 17PZ,MARIO ROSSI,женские,пластик,ободковая,круглые,,55.0,21.0,144.0,,,солнцезащитные,,M_L_L,
02-129 17PZ,MARIO ROSSI,женские,пластик,ободковая,квадратные,,55.0,18.0,140.0,,,солнцезащитные,,M_L_L,
02-129 18P,MARIO ROSSI,женские,пластик,ободковая,квадратные,,55.0,18.0,140.0,,,солнцезащитные,,M_L_L,
02-135 01Z,MARIO ROSSI,мужские,металл,ободковая,квадратные,,62.0,16.0,129.0,,,солнцезащитные,,S_L_M,
02-138 18Z,MARIO ROSSI,мужские,металл,ободковая,прямоугольные,,60.0,15.0,130.0,,,солнцезащитные,,S_L_S,
02-151 17PZ,MARIO ROSSI,женские,пластик,ободковая,квадратные,,53.0,19.0,146.0,,,солнцезащитные,,L_L_L,
02-151 19P,MARIO ROSSI,женские,пластик,ободковая,квадратные,,53.0,19.0,146.0,,,солнцезащитные,,L_L_L,
02-152 07P,MARIO ROSSI,женские,пластик,ободковая,гексагон,,56.0,19.0,142.0,,,солнцезащитные,,M_L_L,
02-152 08P,MARIO ROSSI,женские,пластик,ободковая,гексагон,,56.0,19.0,142.0,,,солнцезащитные,,M_L_L,
02-152 17PZ,MARIO ROSSI,женские,пластик,ободковая,гексагон,,56.0,19.0,142.0,,,солнцезащитные,,M_L_L,
02-153 07P,MARIO ROSSI,женские,пластик,ободковая,бабочка,,54.0,19.0,145.0,,,солнцезащитные,,L_L_L,
02-153 13P,MARIO ROSSI,женские,пластик,ободковая,бабочка,,54.0,19.0,145.0,,,солнцезащитные,,L_L_L,
02-153 17PZ,MARIO ROSSI,женские,пластик,ободковая,бабочка,,54.0,19.0,145.0,,,солнцезащитные,,L_L_L,
02-156 07P,MARIO ROSSI,женские,пластик,ободковая,бабочка,,53.0,19.0,145.0,,,солнцезащитные,,L_L_L,
02-156 17PZ,MARIO ROSSI,женские,пластик,ободковая,бабочка,,53.0,19.0,145.0,,,солнцезащитные,,L_L_L,
02-156 19P,MARIO ROSSI,женские,пластик,ободковая,бабочка,,53.0,19.0,145.0,,,солнцезащитные,,L_L_L,
02-157 08PZ,MARIO ROSSI,универсальные,пластик,ободковая,трапеция,,52.0,20.0,145.0,,,солнцезащитные,,L_L_L,
02-157 18PZ,MARIO ROSSI,универсальные,пластик,ободковая,трапеция,,52.0,20.0,145.0,,,солнцезащитные,,L_L_L,
02-158 17PZ,MARIO ROSSI,мужские,пластик,ободковая,прямоугольные,,58.0,10.0,140.0,,,солнцезащитные,,M_L_S,
02-158 20PZ,MARIO ROSSI,мужские,пластик,ободковая,прямоугольные,,58.0,10.0,140.0,,,солнцезащитные,,M_L_S,
02-159 08PZ,MARIO ROSSI,универсальные,пластик,ободковая,квадратные,,51.0,18.0,145.0,,,солнцезащитные,,L_M_L,
02-159 17PZ,MARIO ROSSI,универсальные,пластик,ободковая,квадратные,,51.0,18.0,145.0,,,солнцезащитные,,L_M_L,
02-159 20PZ,MARIO ROSSI,универсальные,пластик,ободковая,квадратные,,51.0,18.0,145.0,,,солнцезащитные,,L_M_L,
02-161 07P,MARIO ROSSI,женские,пластик,ободковая,прямоугольные,,53.0,20.0,143.0,,,солнцезащитные,,M_L_L,
02-161 17PZ,MARIO ROSSI,женские,пластик,ободковая,прямоугольные,,53.0,20.0,143.0,,,солнцезащитные,,M_L_L,
02-161 21P,MARIO ROSSI,женские,пластик,ободковая,прямоугольные,,53.0,20.0,143.0,,,солнцезащитные,,M_L_L,
02-164 01,MARIO ROSSI,женские,металл,ободковая,бабочка,,58.0,15.0,140.0,,,солнцезащитные,,M_L_S,
02-167 03,MARIO ROSSI,женские,металл,безободковая,квадратные,,58.0,16.0,145.0,,,солнцезащитные,,L_L_M,
02-170 08PZ,MARIO ROSSI,мужские,пластик,ободковая,спортивные,,62.0,16.0,135.0,,,солнцезащитные,,M_L_M,
02-170 18PZ,MARIO ROSSI,мужские,пластик,ободковая,спортивные,,62.0,16.0,135.0,,,солнцезащитные,,M_L_M,
02-170 20PZ,MARIO ROSSI,мужские,пластик,ободковая,спортивные,,62.0,16.0,135.0,,,солнцезащитные,,M_L_M,
02-172 18PZ,MARIO ROSSI,женские,пластик,ободковая,бабочка,,53.0,20.0,142.0,,,солнцезащитные,,M_L_L,
02-173 01Z,MARIO ROSSI,универсальные,металл,ободковая,панто,,52.0,19.0,146.0,,,солнцезащитные,,L_L_L,
02-173 06Z,MARIO ROSSI,универсальные,металл,ободковая,панто,,52.0,19.0,146.0,,,солнцезащитные,,L_L_L,
02-173 17Z,MARIO ROSSI,универсальные,металл,ободковая,панто,,52.0,19.0,146.0,,,солнцезащитные,,L_L_L,
02-177 01,MARIO ROSSI,женские,металл,ободковая,бабочка,золотой,60.0,16.0,143.0,,,солнцезащитные,бабочка_металл_золотой,M_L_M,бабочка_металл_золотой_M_L_M
02-177 05Z,MARIO ROSSI,женские,металл,ободковая,бабочка,серый,60.0,16.0,143.0,,,солнцезащитные,бабочка_металл_серый,M_L_M,бабочка_металл_серый_M_L_M
02-181 06Z,MARIO ROSSI,мужские,металл,ободковая,квадратные,серый,59.0,17.0,142.0,,,солнцезащитные,квадратные_металл_серый,M_L_M,квадратные_металл_серый_M_L_M
02-181 18Z,MARIO ROSSI,мужские,металл,ободковая,квадратные,черный,59.0,17.0,142.0,,,солнцезащитные,квадратные_металл_черный,M_L_M,квадратные_металл_черный_M_L_M
02-182 01,MARIO ROSSI,женские,металл,ободковая,квадратные,золотой,59.0,16.0,145.0,,,солнцезащитные,квадратные_металл_золотой,L_L_M,квадратные_металл_золотой_L_L_M
02-182 02,MARIO ROSSI,женские,металл,ободковая,квадратные,золотой,59.0,16.0,145.0,,,солнцезащитные,квадратные_металл_золотой,L_L_M,квадратные_металл_золотой_L_L_M
02-183 01,MARIO ROSSI,женские,металл,ободковая,квадратные,золотой,58.0,16.0,144.0,,,солнцезащитные,квадратные_металл_золотой,M_L_M,квадратные_металл_золотой_M_L_M
02-183 05Z,MARIO ROSSI,женские,металл,ободковая,бабочка,черный/серый,58.0,16.0,144.0,,,солнцезащитные,бабочка_металл_черный/серый,M_L_M,бабочка_металл_черный/серый_M_L_M
02-184 17,MARIO ROSSI,женские,металл,ободковая,панто,черный,56.0,16.0,140.0,,,солнцезащитные,панто_металл_черный,M_L_M,панто_металл_черный_M_L_M
02-184 25,MARIO ROSSI,женские,металл,ободковая,панто,бронзовый,56.0,16.0,140.0,,,солнцезащитные,панто_металл_бронзовый,M_L_M,панто_металл_бронзовый_M_L_M
02-185 03Z,MARIO ROSSI,универсальные,металл,ободковая,панто,серебристый,53.0,20.0,145.0,,,солнцезащитные,панто_металл_серебристый,L_L_L,панто_металл_серебристый_L_L_L
02-186 01,MARIO ROSSI,женские,металл,ободковая,трапеция,желтый,59.0,15.0,143.0,,,солнцезащитные,трапеция_металл_желтый,M_L_S,трапеция_металл_желтый_M_L_S
02-191 06Z,MARIO ROSSI,мужские,металл,ободковая,капли,серый,61.0,14.0,143.0,,,солнцезащитные,капли_металл_серый,M_L_S,капли_металл_серый_M_L_S
02-191 17Z,MARIO ROSSI,мужские,металл,ободковая,капли,черный,61.0,14.0,143.0,,,солнцезащитные,капли_металл_черный,M_L_S,капли_металл_черный_M_L_S
02-193 05Z,MARIO ROSSI,мужские,металл,ободковая,капли,серый,58.0,14.0,143.0,,,солнцезащитные,капли_металл_серый,M_L_S,капли_металл_серый_M_L_S
02-193 17Z,MARIO ROSSI,мужские,металл,ободковая,капли,серый,58.0,14.0,143.0,,,солнцезащитные,капли_металл_серый,M_L_S,капли_металл_серый_M_L_S
02-197 18Z,MARIO ROSSI,универсальные,металл,ободковая,панто,серый,53.0,20.0,146.0,,,солнцезащитные,панто_металл_серый,L_L_L,панто_металл_серый_L_L_L
02-199 01Z,MARIO ROSSI,универсальные,металл,ободковая,панто,желтый,52.0,19.0,146.0,,,солнцезащитные,панто_металл_желтый,L_L_L,панто_металл_желтый_L_L_L
02-199 03Z,MARIO ROSSI,универсальные,металл,ободковая,панто,серебристый,52.0,19.0,146.0,,,солнцезащитные,панто_металл_серебристый,L_L_L,панто_металл_серебристый_L_L_L
02-199 18Z,MARIO ROSSI,универсальные,металл,ободковая,панто,черный,52.0,19.0,146.0,,,солнцезащитные,панто_металл_черный,L_L_L,панто_металл_черный_L_L_L
02-203 08P,MARIO ROSSI,женские,пластик,ободковая,бабочка,коричневый,52.0,19.0,142.0,,,солнцезащитные,бабочка_пластик_коричневый,M_L_L,бабочка_пластик_коричневый_M_L_L
02-203 17PZ,MARIO ROSSI,женские,пластик,ободковая,бабочка,черный,52.0,19.0,142.0,,,солнцезащитные,бабочка_пластик_черный,M_L_L,бабочка_пластик_черный_M_L_L
02-205 01,MARIO ROSSI,женские,металл и пластик,безободковая,бабочка,черный,56.0,17.0,143.0,,,солнцезащитные,бабочка_металл и пластик_черный,M_L_M,бабочка_металл и пластик_черный_M_L_M
02-205 03,MARIO ROSSI,женские,металл и пластик,безободковая,бабочка,синий/серебристый,56.0,17.0,143.0,,,солнцезащитные,бабочка_металл и пластик_синий/серебристый,M_L_M,бабочка_металл и пластик_синий/серебристый_M_L_M
02-205 25,MARIO ROSSI,женские,металл и пластик,безободковая,бабочка,розовый,56.0,17.0,143.0,,,солнцезащитные,бабочка_металл и пластик_розовый,M_L_M,бабочка_металл и пластик_розовый_M_L_M
0210S-002,CHLOE,женские,пластик,ободковая,бабочка,черепаховый,56.0,16.0,145.0,,,солнцезащитные,бабочка_пластик_черепаховый,L_L_M,бабочка_пластик_черепаховый_L_L_M
0214S-004,MONTBLANC,мужские,металл,ободковая,капли,,58.0,16.0,145.0,,,солнцезащитные,,L_L_M,
0221/G/S-3H29O,Carolina Herrera,женские,пластик,ободковая,кошачий глаз,черный/розовый,50.0,22.0,145.0,,,солнцезащитные,кошачий глаз_пластик_черный/розовый,L_M_L,кошачий глаз_пластик_черный/розовый_L_M_L
0221/G/S-O63HA,Carolina Herrera,женские,пластик,ободковая,кошачий глаз,гавана,50.0,22.0,145.0,,,солнцезащитные,кошачий глаз_пластик_гавана,L_M_L,кошачий глаз_пластик_гавана_L_M_L
0222/S-3H29O,Carolina Herrera,женские,пластик,ободковая,вайфайеры,черный/розовый,47.0,26.0,145.0,,,солнцезащитные,вайфайеры_пластик_черный/розовый,L_S_L,вайфайеры_пластик_черный/розовый_L_S_L
0222/S-ACKIR,Carolina Herrera,женские,пластик,ободковая,вайфайеры,зеленый,47.0,26.0,145.0,,,солнцезащитные,вайфайеры_пластик_зеленый,L_S_L,вайфайеры_пластик_зеленый_L_S_L
0222/S-O63HA,Carolina Herrera,женские,пластик,ободковая,вайфайеры,гавана,47.0,26.0,145.0,,,солнцезащитные,вайфайеры_пластик_гавана,L_S_L,вайфайеры_пластик_гавана_L_S_L
0225S-006,GUCCI,женские,металл,ободковая,бабочка,,63.0,17.0,130.0,,,солнцезащитные,,S_L_M,
0226S-001,CARTIER,женские,металл,ободковая,бабочка,,59.0,20.0,140.0,,,солнцезащитные,,M_L_L,
0226S-007,GUCCI,женские,пластик,ободковая,бабочка,черный,56.0,22.0,130.0,,,солнцезащитные,бабочка_пластик_черный,S_L_L,бабочка_пластик_черный_S_L_L
0227S-001,MONTBLANC,мужские,пластик,ободковая,квадратные,черный,55.0,18.0,145.0,,,солнцезащитные,квадратные_пластик_черный,L_L_L,квадратные_пластик_черный_L_L_L
023-400C,ROBERTO CAVALLI,универсальные,металл,безободковая,прямоугольные,золотой,59.0,17.0,140.0,,,солнцезащитные,прямоугольные_металл_золотой,M_L_M,прямоугольные_металл_золотой_M_L_M
0236SK-003,MONTBLANC,мужские,металл,ободковая,прямоугольные,золотой,60.0,16.0,150.0,,,солнцезащитные,прямоугольные_металл_золотой,L_L_M,прямоугольные_металл_золотой_L_L_M
0242S-002,CARTIER,мужские,металл и пластик,ободковая,капли,,60.0,14.0,140.0,,,солнцезащитные,,M_L_S,
0250/S-0T59O,Carolina Herrera,женские,пластик,ободковая,кошачий глаз,бордовый,52.0,19.0,145.0,,,солнцезащитные,кошачий глаз_пластик_бордовый,L_L_L,кошачий глаз_пластик_бордовый_L_L_L
0250/S-8079O,Carolina Herrera,женские,пластик,ободковая,кошачий глаз,черный/серый,52.0,19.0,145.0,,,солнцезащитные,кошачий глаз_пластик_черный/серый,L_L_L,кошачий глаз_пластик_черный/серый_L_L_L
0263S-001,MONTBLANC,универсальные,пластик,ободковая,вайфайеры,черный,54.0,18.0,145.0,,,солнцезащитные,вайфайеры_пластик_черный,L_L_L,вайфайеры_пластик_черный_L_L_L
0264S-001,MONTBLANC,мужские,металл и пластик,ободковая,прямоугольные,черный,52.0,24.0,145.0,,,солнцезащитные,прямоугольные_металл и пластик_черный,L_L_L,прямоугольные_металл и пластик_черный_L_L_L
0264S-002,MONTBLANC,мужские,металл и пластик,ободковая,прямоугольные,черепаховый,52.0,24.0,145.0,,,солнцезащитные,прямоугольные_металл и пластик_черепаховый,L_L_L,прямоугольные_металл и пластик_черепаховый_L_L_L
0265S-002,MONTBLANC,универсальные,металл,ободковая,квадратные,серебристый,54.0,20.0,145.0,,,солнцезащитные,квадратные_металл_серебристый,L_L_L,квадратные_металл_серебристый_L_L_L
0270S-004,CARTIER,мужские,металл,ободковая,капли,,61.0,12.0,145.0,,,солнцезащитные,,L_L_S,
0278S-001,MONTBLANC,мужские,металл,ободковая,капли,серебристый,56.0,16.0,145.0,,,солнцезащитные,капли_металл_серебристый,L_L_M,капли_металл_серебристый_L_L_M
0278S-003,MONTBLANC,мужские,металл,ободковая,капли,серый,56.0,16.0,145.0,,,солнцезащитные,капли_металл_серый,L_L_M,капли_металл_серый_L_L_M
0279S-001,CARTIER,универсальные,металл,ободковая,круглые,,52.0,20.0,145.0,,,солнцезащитные,,L_L_L,
0295S-002,CARTIER,мужские,металл,ободковая,прямоугольные,,60.0,17.0,140.0,,,солнцезащитные,,M_L_M,
0298S-001,MONTBLANC,мужские,пластик,ободковая,вайфайеры,черный,56.0,16.0,145.0,,,солнцезащитные,вайфайеры_пластик_черный,L_L_M,вайфайеры_пластик_черный_L_L_M
0298S-002,MONTBLANC,мужские,пластик,ободковая,вайфайеры,синий,56.0,16.0,145.0,,,солнцезащитные,вайфайеры_пластик_синий,L_L_M,вайфайеры_пластик_синий_L_L_M
0306S-003,CARTIER,мужские,металл,ободковая,капли,,59.0,15.0,145.0,,,солнцезащитные,,L_L_S,
0309S-002,ALEXANDER Mc QUEEN,женские,металл,ободковая,квадратные,,62.0,17.0,145.0,,,солнцезащитные,,L_L_M,
0311S-003,ALEXANDER Mc QUEEN,женские,металл,ободковая,круглые,,57.0,19.0,145.0,,,солнцезащитные,,L_L_L,
0316S-001,ALEXANDER Mc QUEEN,мужские,металл,ободковая,капли,,61.0,13.0,150.0,,,солнцезащитные,,L_L_S,
0323S-001,CARTIER,мужские,металл,ободковая,капли,,62.0,15.0,140.0,,,солнцезащитные,,M_L_S,
0329S-004,ALEXANDER Mc QUEEN,универсальные,пластик,ободковая,трапеция,,56.0,18.0,145.0,,,солнцезащитные,,L_L_L,
032S-579X,PHILIPP PLEIN,женские,металл,безободковая,маска,серебристый,99.0,,,,,солнцезащитные,маска_металл_серебристый,L_L_L,маска_металл_серебристый_L_L_L
0330S-004,CARTIER,мужские,металл,безободковая,квадратные,,59.0,19.0,145.0,,,солнцезащитные,,L_L_L,
0330S-012,CARTIER,универсальные,металл,безободковая,прямоугольные,золотой,57.0,18.0,140.0,,,солнцезащитные,прямоугольные_металл_золотой,M_L_L,прямоугольные_металл_золотой_M_L_L
0337S-003,ALEXANDER Mc QUEEN,мужские,металл,ободковая,необычные,,60.0,14.0,150.0,,,солнцезащитные,,L_L_S,
033S-0U28,PHILIPP PLEIN,женские,пластик,,маска,черный,99.0,,,,,солнцезащитные,маска_пластик_черный,L_L_L,маска_пластик_черный_L_L_L
033S-4GRX,PHILIPP PLEIN,женские,пластик,,маска,розовый,,,,,,солнцезащитные,маска_пластик_розовый,L_L_L,маска_пластик_розовый_L_L_L
0356S-001,CARTIER,женские,металл,ободковая,необычные,золотой,63.0,16.0,140.0,,,солнцезащитные,необычные_металл_золотой,M_L_M,необычные_металл_золотой_M_L_M
0358S-001,CARTIER,женские,пластик,ободковая,прямоугольные,черный,64.0,13.0,145.0,,,солнцезащитные,прямоугольные_пластик_черный,L_L_S,прямоугольные_пластик_черный_L_L_S
0361S-001,CARTIER,женские,металл,ободковая,квадратные,золотой,61.0,16.0,140.0,,,солнцезащитные,квадратные_металл_золотой,M_L_M,квадратные_металл_золотой_M_L_M
0362S-002,CARTIER,мужские,металл,безободковая,прямоугольные,золотой,54.0,21.0,145.0,,,солнцезащитные,прямоугольные_металл_золотой,L_L_L,прямоугольные_металл_золотой_L_L_L
0366S-001,CARTIER,универсальные,металл и пластик,ободковая,клабмастеры,черный/серебристый,52.0,21.0,145.0,,,солнцезащитные,клабмастеры_металл и пластик_черный/серебристый,L_L_L,клабмастеры_металл и пластик_черный/серебристый_L_L_L
0370S-001,ALEXANDER Mc QUEEN,женские,пластик,ободковая,бабочка,,56.0,15.0,145.0,,,солнцезащитные,,L_L_S,
0370S-002,ALEXANDER Mc QUEEN,женские,пластик,ободковая,бабочка,,56.0,15.0,145.0,,,солнцезащитные,,L_L_S,
0371S-002,ALEXANDER Mc QUEEN,женские,металл,полуободковая,квадратные,,57.0,18.0,145.0,,,солнцезащитные,,L_L_L,
0374S-001,ALEXANDER Mc QUEEN,женские,пластик,ободковая,бабочка,черный,54.0,21.0,145.0,,,солнцезащитные,бабочка_пластик_черный,L_L_L,бабочка_пластик_черный_L_L_L
0375S-002,ALEXANDER Mc QUEEN,женские,пластик,ободковая,бабочка,коричневый,53.0,19.0,145.0,,,солнцезащитные,бабочка_пластик_коричневый,L_L_L,бабочка_пластик_коричневый_L_L_L
0378S-001,ALEXANDER Mc QUEEN,женские,пластик,ободковая,квадратные,черный,54.0,22.0,145.0,,,солнцезащитные,квадратные_пластик_черный,L_L_L,квадратные_пластик_черный_L_L_L
0378S-004,ALEXANDER Mc QUEEN,женские,пластик,ободковая,квадратные,серый,54.0,22.0,145.0,,,солнцезащитные,квадратные_пластик_серый,L_L_L,квадратные_пластик_серый_L_L_L
038-0700,PHILIPP PLEIN,женские,пластик,ободковая,квадратные,черный,56.0,20.0,135.0,,,солнцезащитные,квадратные_пластик_черный,M_L_L,квадратные_пластик_черный_M_L_L
0382S-005,ALEXANDER Mc QUEEN,универсальные,пластик,ободковая,вайфайеры,черный,52.0,18.0,145.0,,,солнцезащитные,вайфайеры_пластик_черный,L_L_L,вайфайеры_пластик_черный_L_L_L
